prickles	prickle
envelopped	envelop
portrayed	portray
remoulding	remould
fumigated	fumigate
suffocations	suffocation
ensued	ensue
metastases	metastasis
percentages	percentage
involvements	involvement
rasher	rash
forcing	force
frequented	frequent
skirts	skirt
ghettos	ghetto
briefings	briefing
finning	fin
investigated	investigate
repelled	repel
cadges	cadge
wrings	wring
window-shops	window-shop
craftsmanships	craftsmanship
infringing	infringe
rainstorms	rainstorm
hold-ups	hold-up
pinkies	pinky
lumens	lumen
debits	debit
whitewashes	whitewash
polarizabilities	polarizability
reroutes	reroute
scrappiest	scrappy
lathes	lathe
determinants	determinant
law-makers	law-maker
burgled	burgle
whisking	whisk
blossoming	blossom
festooned	festoon
spirits	spirit
stand-bys	stand-by
prospects	prospect
signs	sign
risquéest	risqué
institutionalizing	institutionalize
analyses	analyse
grindstones	grindstone
sustaining	sustain
quintuplets	quintuplet
kidded	kid
jabbing	jab
misapplying	misapply
guide-books	guide-book
talons	talon
snivelling	snivel
gravest	grave
exculpated	exculpate
heightens	heighten
pipe-lines	pipe-line
alphabets	alphabet
stem-cells	stem-cell
drachms	drachm
cornflowers	cornflower
catchments	catchment
operates	operate
melancholias	melancholia
slimmers	slimmer
reselected	reselect
scramblers	scrambler
co-habiting	co-habit
chomps	chomp
castrati	castrato
murkier	murky
mistimed	mistime
cordoning	cordon
initialling	initial
sets	set
gibbets	gibbet
eviscerated	eviscerate
creatures	creature
belabouring	belabour
leakier	leaky
leads	lead
corneas	cornea
cocci	coccus
hints	hint
hurtled	hurtle
acted	act
lessees	lessee
diabetics	diabetic
misattributes	misattribute
draughtiest	draughty
miniaturisations	miniaturisation
cannulations	cannulation
defoliating	defoliate
swooning	swoon
spoils	spoil
laboring	labor
amygdalae	amygdala
moisturizing	moisturize
law-breakers	law-breaker
dictations	dictation
cypriots	cypriot
spoon-feeding	spoon-feed
mayhems	mayhem
acetals	acetal
acrobatics	acrobatic
postdocs	postdoc
armrests	armrest
roused	rouse
opted	opt
orgasms	orgasm
officers	officer
aristocrats	aristocrat
freshers	fresher
solidest	solid
clammier	clammy
cohabitants	cohabitant
pollinations	pollination
heptagons	heptagon
sensuousest	sensuous
sermonized	sermonize
annas	anna
maculas	macula
redone	redo
woodchips	woodchip
interleaves	interleave
garments	garment
poliomyelitides	poliomyelitis
frisbees	frisbee
over-riding	over-ride
cross-checking	cross-check
orchestrated	orchestrate
carrs	carr
misogynists	misogynist
re-installed	re-install
fucks	fuck
setts	sett
wheedles	wheedle
permits	permit
halluxes	hallux
waffling	waffle
nota	notum
candidates	candidate
tiled	tile
exploring	explore
phthalates	phthalate
faunas	fauna
avengers	avenger
lenses	lens
jews	jew
scrums	scrum
acupunctures	acupuncture
tarting	tart
airstreams	airstream
fabricates	fabricate
causations	causation
blisses	bliss
microbreweries	microbrewery
kicks	kick
enthralls	enthrall
microbes	microbe
deoxygenated	deoxygenate
leprechauns	leprechaun
conkers	conker
altimeters	altimeter
headmen	headman
sanest	sane
venetians	venetian
codified	codify
flanged	flange
ranges	range
sixty-eighths	sixty-eighth
conjurors	conjuror
gushes	gush
caecums	caecum
dissuading	dissuade
ophthalmologists	ophthalmologist
garnering	garner
testimonies	testimony
indictments	indictment
tongue-twisters	tongue-twister
abolishes	abolish
bromelains	bromelain
fictionalised	fictionalise
tufts	tuft
sofa-beds	sofa-bed
ridges	ridge
duplicators	duplicator
paratuberculoses	paratuberculosis
dishonoring	dishonor
floodlighted	floodlight
re-analysing	re-analyse
subjects	subject
broadcasters	broadcaster
andantes	andante
paddocks	paddock
orbs	orb
countdowns	countdown
gauges	gauge
dugongs	dugong
objectors	objector
deliberating	deliberate
discovers	discover
occulted	occult
tuxedos	tuxedo
schoolmasters	schoolmaster
bored	bore
jack-knifing	jack-knife
proofreads	proofread
carolling	carol
misquotations	misquotation
poorest	poor
quarter-decks	quarter-deck
worming	worm
mcgs	mcg
armourers	armourer
stylised	stylise
glucocerebrosidases	glucocerebrosidase
adducing	adduce
femurs	femur
devalued	devalue
nacelles	nacelle
netted	net
problematising	problematise
restyles	restyle
self-contradictions	self-contradiction
inches	inch
potentialities	potentiality
seventy-first	71
tuns	tun
polarised	polarise
self-selecting	self-select
stewed	stew
handmaidens	handmaiden
drew-in	draw-in
disfiguring	disfigure
under-estimating	under-estimate
deviancies	deviancy
proprieties	propriety
shambles	shamble
restocks	restock
sieves	sieve
wooers	wooer
billeted	billet
novelisations	novelisation
inoculations	inoculation
lollies	lolly
insurrections	insurrection
tidemarks	tidemark
uncommonner	uncommon
nourishing	nourish
run-throughed	run-through
seances	seance
under-reported	under-report
decentralized	decentralize
artillerymen	artilleryman
discuses	discus
collimations	collimation
geysers	geyser
tyrannized	tyrannize
constricts	constrict
enveloped	envelop
non-responses	non-response
egressed	egress
requisitioned	requisition
novelettes	novelette
plucks	pluck
reviled	revile
forgetting	forget
non-persons	non-person
urged	urge
schists	schist
lengthened	lengthen
inculcates	inculcate
electors	elector
nested	nest
expresses	express
two-pieces	two-piece
teems	teem
canters	canter
crouching	crouch
teethers	teether
propelled	propel
temperaments	temperament
ameliorations	amelioration
reclassified	reclassify
cardboards	cardboard
feinting	feint
postured	posture
knocked	knock
quotes	quote
called	call
manilas	manila
verbs	verb
sniggering	snigger
relents	relent
parallelised	parallelise
breadcrumbs	breadcrumb
piths	pith
totalizing	totalize
assimilates	assimilate
sowed	sow
assails	assail
popularities	popularity
haberdashers	haberdasher
demarcations	demarcation
court-martialed	court-martial
reifies	reify
modularises	modularise
pre-fills	pre-fill
fireproofs	fireproof
metronomes	metronome
capsized	capsize
misdiagnoses	misdiagnose
colleens	colleen
ovens	oven
nitrides	nitride
polyunsaturates	polyunsaturate
disinfections	disinfection
floodlit	floodlight
interpretants	interpretant
jams	jam
tranquilized	tranquilize
deficiencies	deficiency
bureaux	bureau
boomerangs	boomerang
kick-starts	kick-start
broadcasts	broadcast
dreaded	dread
indicated	indicate
microcirculations	microcirculation
microfloras	microflora
misappropriated	misappropriate
gins	gin
asiatics	asiatic
sawyers	sawyer
reconnoitring	reconnoitre
milleniums	millenium
enciphering	encipher
after-effects	after-effect
harps	harp
attains	attain
waltzes	waltz
dependances	dependance
inflorescences	inflorescence
reanalysises	reanalysis
reefers	reefer
savaged	savage
anticholinesterases	anticholinesterase
nightshirts	nightshirt
disabused	disabuse
canes	cane
over-expressing	over-express
currencies	currency
eavesdropped	eavesdrop
quietens	quieten
flew	fly
borrows	borrow
calculated	calculate
medallists	medallist
slops	slop
curatives	curative
recognising	recognise
cranks	crank
airbuses	airbus
greenhorns	greenhorn
nucleations	nucleation
microenvironments	microenvironment
generalities	generality
muzzles	muzzle
repainted	repaint
groundwaters	groundwater
airig	aire
embarrassments	embarrassment
pimentos	pimento
harkens	harken
wiling	wile
pinks	pink
oligarchies	oligarchy
partaking	partake
rations	ration
undoes	undo
crustier	crusty
trenched	trench
calving	calve
profiteers	profiteer
ventilated	ventilate
telescopes	telescope
pigeon-holes	pigeon-hole
mobilized	mobilize
flourishes	flourish
flies	fly
roads	road
clodhoppers	clodhopper
purpurae	purpura
limping	limp
tipsier	tipsy
pillories	pillory
trichomes	trichome
entreats	entreat
hand-picking	hand-pick
sarcoidoses	sarcoidosis
tilled	till
oxygenations	oxygenation
austrians	austrian
farmsteads	farmstead
tiddliest	tiddly
bullshitting	bullshit
hissed	hiss
beheld	behold
projectors	projector
shunters	shunter
swamps	swamp
spent	spend
hi	hello
requiting	requite
booted	boot
passivized	passivize
twirled	twirl
hanks	hank
teeth	tooth
admonitions	admonition
envisaged	envisage
mainstreamed	mainstream
syncopating	syncopate
commentated	commentate
grandsons	grandson
stiffening	stiffen
refocussed	refocus
farthest	far
whiter	white
speediest	speedy
humming	hum
volcanos	volcano
witters	witter
conceiving	conceive
out-competes	out-compete
overprinting	overprint
ponchos	poncho
bushmen	bushman
seahorses	seahorse
foresakes	foresake
tomatoes	tomato
denounces	denounce
oligos	oligo
jars	jar
thyroiditides	thyroiditis
hand-luggaged	hand-luggage
teenier	teeny
relives	relive
choristers	chorister
hegemonies	hegemony
swallowers	swallower
takeoffs	takeoff
upraising	upraise
prepending	prepend
distressed	distress
convokes	convoke
gratified	gratify
medications	medication
genisteins	genistein
incurring	incur
ferneries	fernery
mammas	mamma
hussies	hussy
transcribing	transcribe
deftest	deft
uploading	upload
homonyms	homonym
antitoxins	antitoxin
recyclables	recyclable
stepdaughters	stepdaughter
re-appraised	re-appraise
unleashing	unleash
shares	share
jurists	jurist
rewired	rewire
bottle-feeds	bottle-feed
pressurized	pressurize
anglings	angling
self-identified	self-identify
deserters	deserter
genotoxicities	genotoxicity
forbearing	forbear
retted	ret
incising	incise
rhizomes	rhizome
batteries	battery
colonises	colonise
succours	succour
lectures	lecture
journeying	journey
up-regulations	up-regulation
backbitten	backbite
scatterers	scatterer
godparents	godparent
annotated	annotate
ennobled	ennoble
reinterpretations	reinterpretation
spryest	spry
spiked	spike
jordanians	jordanian
gawks	gawk
tucking	tuck
specializations	specialization
revelries	revelry
reheated	reheat
hallucinating	hallucinate
juddering	judder
gendered	gender
plumbers	plumber
ovules	ovule
arthropods	arthropod
reinterpreting	reinterpret
appertained	appertain
baits	bait
abbreviates	abbreviate
magnetizations	magnetization
freelances	freelance
parasitologies	parasitology
obfuscated	obfuscate
smothers	smother
undulating	undulate
delayed	delay
moved	move
disseminates	disseminate
enacted	enact
octanes	octane
self-images	self-image
post-modernists	post-modernist
tempted	tempt
stereos	stereo
oxides	oxide
chlorofluorocarbons	chlorofluorocarbon
lousier	lousy
annexes	annex
gagging	gag
celluloses	cellulose
collaring	collar
glibber	glib
prevaricated	prevaricate
rarefied	rarefy
equalised	equalise
splashed	splash
extirpating	extirpate
muskier	musky
cleansing	cleanse
shops	shop
fairings	fairing
preps	prep
investigating	investigate
cornfields	cornfield
squirms	squirm
cements	cement
renins	renin
loadings	loading
navigated	navigate
parvenus	parvenu
door-steps	door-step
re-calculates	re-calculate
hommes	homme
brigadiers	brigadier
deleted	delete
mutabilities	mutability
misprinting	misprint
leafleting	leaflet
deported	deport
accelerometers	accelerometer
re-locations	re-location
desolated	desolate
slaloms	slalom
vitamins	vitamin
superstitions	superstition
fertilising	fertilise
suckling	suckle
debased	debase
quarterbacks	quarterback
denting	dent
attacking	attack
guttae	gutta
responsibilities	responsibility
judged	judge
frankfurters	frankfurter
lifters	lifter
thoraxes	thorax
consoles	console
despises	despise
ranches	ranch
bobbles	bobble
heartens	hearten
cockers	cocker
worked	work
items	item
whirred	whirr
gyres	gyre
readouts	readout
trefoils	trefoil
opposing	oppose
catalyses	catalysis
midribs	midrib
adorning	adorn
soups	soup
bluestockings	bluestocking
mows	mow
stubbier	stubby
chunkier	chunky
interlinked	interlink
burgles	burgle
isomers	isomer
apostatized	apostatize
convolving	convolve
retrains	retrain
boobs	boob
carcasses	carcass
sensitisers	sensitiser
planes	plane
cholesterols	cholesterol
menorrhagias	menorrhagia
reintegrating	reintegrate
paraprofessionals	paraprofessional
ripples	ripple
sundaes	sundae
happier	happy
tempers	temper
nursing	nurse
reinvigorates	reinvigorate
craned	crane
metiers	metier
traduced	traduce
budging	budge
smiled	smile
after-shaves	after-shave
assemblies	assembly
outvoted	outvote
amps	amp
drip-feeding	drip-feed
bomblets	bomblet
massaging	massage
alkylations	alkylation
clawed	claw
liposomes	liposome
setups	setup
biomasses	biomass
cross-referenced	cross-reference
eligibilities	eligibility
eliminators	eliminator
concusses	concuss
imperiling	imperil
implicated	implicate
refreshers	refresher
cousins	cousin
mooring	moor
accretes	accrete
muted	mute
chronometers	chronometer
underwhelmed	underwhelm
paranoids	paranoid
watches	watch
cattier	catty
brought	bring
supercharged	supercharge
timekeepers	timekeeper
underlips	underlip
slavering	slaver
brush-offs	brush-off
probabilities	probability
sandblasts	sandblast
redistributing	redistribute
abysses	abyss
night-watchmen	night-watchman
rhabdomyosarcomas	rhabdomyosarcoma
nestlings	nestling
trousseaux	trousseau
unrealised	unrealise
shatters	shatter
serines	serine
short-changing	short-change
hide-outs	hide-out
stockrooms	stockroom
camshafts	camshaft
rivals	rival
skinned	skin
dissolutions	dissolution
entanglements	entanglement
milling	mill
misreported	misreport
handprints	handprint
millilitres	millilitre
bottlers	bottler
vivifying	vivify
dyscalculias	dyscalculia
elevators	elevator
drunk	drink
referenda	referendum
meteorites	meteorite
dyns	dyn
arresting	arrest
dithering	dither
dogmas	dogma
strung	string
cheeseboards	cheeseboard
bazaars	bazaar
concocted	concoct
neurobiologies	neurobiology
entertainers	entertainer
madders	madder
emptying	empty
pull-backs	pull-back
branches	branch
pantomimed	pantomime
arthrodeses	arthrodesis
idlest	idle
catwalks	catwalk
pin-pointing	pin-point
mates	mate
rendering	render
cataloged	catalog
ramped	ramp
inhomogeneities	inhomogeneity
chinked	chink
sous	sou
doorstops	doorstop
stickpins	stickpin
rewarded	reward
inkwells	inkwell
resampled	resample
raffled	raffle
nomads	nomad
animates	animate
retunes	retune
trend-setters	trend-setter
slows	slow
cosmologies	cosmology
quieted	quiet
housekeepings	housekeeping
blast-offs	blast-off
pigeonholing	pigeonhole
pedals	pedal
diaries	diary
outsold	outsell
invigorates	invigorate
cleaved	cleave
underscored	underscore
behooved	behoove
expropriates	expropriate
thieved	thieve
triaging	triage
doublecrosses	doublecross
homographs	homograph
happiest	happy
scallops	scallop
bushiest	bushy
methylations	methylation
crimsoner	crimson
heresies	heresy
witnessing	witness
segments	segment
re-validations	re-validation
diplomas	diploma
bombshells	bombshell
broadsheets	broadsheet
alternates	alternate
hectors	hector
reflects	reflect
brainstorms	brainstorm
unreliabilities	unreliability
guffaws	guffaw
pre-forms	pre-form
chariots	chariot
assumptions	assumption
antibodies	antibody
variegated	variegate
understanding	understand
vineyards	vineyard
caching	cache
dispiriting	dispirit
yawed	yaw
zoning	zone
eco-systems	eco-system
slummiest	slummy
aspartates	aspartate
apologias	apologia
burglarizes	burglarize
lent	lend
gazers	gazer
bottlenecks	bottleneck
coalescing	coalesce
atrophied	atrophy
metatarsalgias	metatarsalgia
pumped	pump
pears	pear
smocks	smock
federated	federate
orchestras	orchestra
rosebushes	rosebush
pantos	panto
thickets	thicket
prays	pray
boles	bole
re-inventing	re-invent
frog-marches	frog-march
beacons	beacon
mechanises	mechanise
strumming	strum
belongings	belonging
shearers	shearer
rusticates	rusticate
invokes	invoke
boomeranging	boomerang
air-dries	air-dry
reflectors	reflector
extractives	extractive
luffs	luff
angles	angle
laxest	lax
slugging	slug
gymnasia	gymnasium
outcroped	outcrop
phagocytes	phagocyte
redesigns	redesign
rebuilds	rebuild
determiners	determiner
sub-classes	sub-class
firemen	fireman
stuttering	stutter
buffered	buffer
wielding	wield
apportionments	apportionment
outlaying	outlay
slurred	slur
coking	coke
rivaled	rival
pastilles	pastille
constructors	constructor
signalmen	signalman
visiting	visit
dreamed	dream
magics	magic
heat-treats	heat-treat
maltreated	maltreat
purging	purge
woods	wood
exchanged	exchange
pled	plead
overstocking	overstock
annotating	annotate
encamping	encamp
papier-mâchés	papier-mâché
orientals	oriental
shallows	shallow
girded	gird
surrendered	surrender
attaints	attaint
affluents	affluent
ligates	ligate
entwining	entwine
scrimmages	scrimmage
snowdrops	snowdrop
cysts	cyst
jottings	jotting
gladdens	gladden
defaults	default
jigged	jig
stadia	stadium
comported	comport
dogcarts	dogcart
rave-ups	rave-up
predeceasing	predecease
treasuring	treasure
godlier	godly
stealing	steal
implementers	implementer
dissonances	dissonance
apologists	apologist
boosts	boost
suborns	suborn
cannons	cannon
requisitions	requisition
annualising	annualise
internationalized	internationalize
decreasing	decrease
trimmest	trim
tsars	tsar
sheared	shear
quilting	quilt
normalizes	normalize
reviving	revive
imports	import
navigators	navigator
encamps	encamp
gravelling	gravel
oxymora	oxymoron
phytonutrients	phytonutrient
mistrusted	mistrust
draftees	draftee
foster-parents	foster-parent
diagrammed	diagram
short-lists	short-list
dunlins	dunlin
parallelising	parallelise
fragments	fragment
regularized	regularize
rhos	rho
schistosomiases	schistosomiasis
provings	proving
burping	burp
infantrymen	infantryman
fascinations	fascination
moquettes	moquette
spills	spill
viewed	view
karsts	karst
categorisations	categorisation
titchiest	titchy
water-skiing	water-ski
poaches	poach
agreements	agreement
sops	sop
goals	goal
exaggerating	exaggerate
meringues	meringue
mingiest	mingy
yaping	yap
tatters	tatter
khakiest	khaki
presupposes	presuppose
confederations	confederation
kennelled	kennel
dogmatized	dogmatize
laterals	lateral
criticized	criticize
caissons	caisson
fishponds	fishpond
crucifixions	crucifixion
germinations	germination
blowsiest	blowsy
tradesmen	tradesman
fries	fry
exalted	exalt
sympathises	sympathise
indoles	indole
broader	broad
cozier	cozy
skin-divers	skin-diver
goldfishes	goldfish
hid	hide
sub-districts	sub-district
apparentest	apparent
plating	plate
overreaches	overreach
establishes	establish
sleekest	sleek
blockhouses	blockhouse
personified	personify
clunking	clunk
mirror-images	mirror-image
photochemistries	photochemistry
fidgeting	fidget
softwoods	softwood
erythropoietins	erythropoietin
persuaded	persuade
rockets	rocket
scripts	script
sided	side
reviles	revile
procedures	procedure
homing	home
ratters	ratter
unmaked	unmake
utopians	utopian
ding-dongs	ding-dong
averts	avert
marking	mark
delving	delve
bivouacked	bivouac
radicalises	radicalise
desiccations	desiccation
finalizing	finalize
bunged	bung
boxcars	boxcar
stunned	stun
flexures	flexure
afflicting	afflict
centroids	centroid
douses	douse
astounds	astound
overemphasises	overemphasise
premiers	premier
tiles	tile
chinchillas	chinchilla
shivering	shiver
spooled	spool
bested	best
clapperboards	clapperboard
skulked	skulk
cackles	cackle
sulkiest	sulky
introverted	introvert
chessboards	chessboard
crankshafts	crankshaft
pantaloons	pantaloon
greenrooms	greenroom
grayed	gray
longest	long
tartans	tartan
exercises	exercise
ragbags	ragbag
punting	punt
steepening	steepen
re-opened	re-open
underpayments	underpayment
readabilities	readability
cerebrums	cerebrum
solemnised	solemnise
hydrologies	hydrology
evaporations	evaporation
disharmonies	disharmony
promptings	prompting
advances	advance
sires	sire
migrates	migrate
regrowing	regrow
cloys	cloy
slugged	slug
blighters	blighter
minting	mint
congests	congest
pergolas	pergola
timepieces	timepiece
suffices	suffice
antiques	antique
fuchsias	fuchsia
gardened	garden
e-mailing	e-mail
misconstrues	misconstrue
methacrylates	methacrylate
hypothyroidisms	hypothyroidism
echoed	echo
parachutists	parachutist
re-equipping	re-equip
slid	slide
jocks	jock
capita	caput
kibbles	kibble
profaned	profane
scrubbers	scrubber
thrombocytopenias	thrombocytopenia
wobblier	wobbly
roiled	roil
chows	chow
madeiras	madeira
wrier	wry
wracks	wrack
overused	overuse
virginals	virginal
bings	bing
inhabiting	inhabit
interpolated	interpolate
sopranos	soprano
tastier	tasty
reused	reuse
radiograms	radiogram
bombards	bombard
setbacks	setback
nitwits	nitwit
bewared	beware
gurus	guru
guavas	guava
thudded	thud
restyled	restyle
concreting	concrete
reclassifications	reclassification
consortia	consortium
derricks	derrick
remapping	remap
acclaims	acclaim
dialysing	dialyse
verges	verge
silencers	silencer
interpreted	interpret
acuter	acute
inspected	inspect
proffered	proffer
laminae	lamina
thumbnails	thumbnail
apprised	apprise
hobbyists	hobbyist
goosanders	goosander
dive-bombing	dive-bomb
inroads	inroad
believed	believe
elephants	elephant
reading	read
canalizes	canalize
specifications	specification
strengthening	strengthen
polytechnics	polytechnic
sulphonylureas	sulphonylurea
curtseyed	curtsey
refocuses	refocus
fictions	fiction
thoraces	thorax
individuations	individuation
perfecting	perfect
terrorists	terrorist
francs	franc
microcontrollers	microcontroller
retracted	retract
numbering	number
loaded	load
penned	pen
esplanades	esplanade
wakes	wake
emits	emit
spores	spore
conversationalists	conversationalist
sloughed	slough
cavilled	cavil
westernizes	westernize
complementing	complement
bordures	bordure
receives	receive
risk-takers	risk-taker
probiotics	probiotic
sparsenesses	sparseness
trimers	trimer
chapattis	chapatti
hotbeds	hotbed
resonating	resonate
rheumatologists	rheumatologist
decaying	decay
exacting	exact
hospitalisations	hospitalisation
initializations	initialization
multinationals	multinational
avalanches	avalanche
bourgeoisies	bourgeoisie
saddlebags	saddlebag
tamarins	tamarin
dismantles	dismantle
bailed	bail
censored	censor
daguerreotypes	daguerreotype
resumés	resumé
clamshells	clamshell
frizzed	frizz
humbled	humble
rebuffed	rebuff
pigs	pig
reoccurred	reoccur
turves	turf
recreates	recreate
manoeuvrabilities	manoeuvrability
shrewdnesses	shrewdness
ventilates	ventilate
flambeing	flambe
bibles	bible
amazing	amaze
billies	billy
records	record
tramways	tramway
pizzas	pizza
romanized	romanize
bonniest	bonny
leatherbacks	leatherback
wormed	worm
sassiest	sassy
pilots	pilot
manhandling	manhandle
whittles	whittle
spoilt	spoil
cramming	cram
harms	harm
shingled	shingle
bar-codes	bar-code
terrified	terrify
imperfects	imperfect
arthroscopies	arthroscopy
proroguing	prorogue
wanner	wan
crowded	crowd
watchtowers	watchtower
taus	tau
responding	respond
ambling	amble
telephoning	telephone
reseats	reseat
ciders	cider
fealties	fealty
re-activating	re-activate
disbursed	disburse
stupefying	stupefy
candidatures	candidature
glaucomata	glaucoma
salespersons	salesperson
reattaches	reattach
emboldens	embolden
self-efficacies	self-efficacy
paradigms	paradigm
cricking	crick
re-growed	re-grow
angiogeneses	angiogenesis
sneezing	sneeze
recognises	recognise
embroideries	embroidery
paychecks	paycheck
fabricating	fabricate
agorae	agora
mambas	mamba
delicts	delict
encumbers	encumber
sub-elements	sub-element
outflows	outflow
permissions	permission
disclosures	disclosure
questionnaires	questionnaire
disregards	disregard
scapes	scape
peppermints	peppermint
tilling	till
shrikes	shrike
spreaders	spreader
stereograms	stereogram
aggrieving	aggrieve
dangles	dangle
mutated	mutate
overwhelming	overwhelm
desecrated	desecrate
directories	directory
matrons	matron
zombies	zombie
diced	dice
diminished	diminish
malfunctioning	malfunction
extemporizing	extemporize
glassed	glass
reckonings	reckoning
jarring	jar
renters	renter
bunking	bunk
whitewashed	whitewash
megalomaniacs	megalomaniac
subducting	subduct
imponderables	imponderable
clarities	clarity
occupants	occupant
typicalities	typicality
cotes	cote
chocks	chock
punishes	punish
flung	fling
pangs	pang
waviest	wavy
liver	live
hallucinated	hallucinate
handicrafts	handicraft
distributers	distributer
solacing	solace
asymmetries	asymmetry
acclimatized	acclimatize
hafts	haft
clung	cling
divested	divest
squabbled	squabble
dicing	dice
graveling	gravel
weeded	weed
legibilities	legibility
celebrating	celebrate
inertias	inertia
snoozed	snooze
summons	summon
inciting	incite
aggravations	aggravation
lithologies	lithology
hepatocytes	hepatocyte
neoplasiae	neoplasia
intercutted	intercut
flans	flan
deletes	delete
re-joins	re-join
plexi	plexus
suffocated	suffocate
repaints	repaint
masseurs	masseur
solicitations	solicitation
receptacles	receptacle
optima	optimum
tackier	tacky
backhanders	backhander
re-emerging	re-emerge
artemisinins	artemisinin
theories	theory
arming	arm
jitters	jitter
worse	ill
proof-reading	proof-read
woodpeckers	woodpecker
stymieing	stymie
exacted	exact
proffering	proffer
salutations	salutation
whooping	whoop
expansions	expansion
loci	locus
pottier	potty
overcrowds	overcrowd
pensioned	pension
jousted	joust
chronicled	chronicle
imbeciles	imbecile
reunions	reunion
conurbations	conurbation
out-sourced	out-source
re-assembled	re-assemble
gipsies	gipsy
acquittals	acquittal
lovers	lover
untangled	untangle
collaterals	collateral
mobilizing	mobilize
archers	archer
sputtering	sputter
leaves	leaf
blackguards	blackguard
malts	malt
parsers	parser
harmonises	harmonise
caddises	caddis
tracts	tract
waterbirths	waterbirth
comforts	comfort
nucleosides	nucleoside
chimaerae	chimaera
adornments	adornment
peeped	peep
alcopops	alcopop
coercing	coerce
easing	ease
orifices	orifice
secluding	seclude
retrogressing	retrogress
twos	two
right-angles	right-angle
areae	area
vasculitises	vasculitis
consulates	consulate
yammered	yammer
typifying	typify
annexing	annex
alienates	alienate
prescribing	prescribe
repartitioning	repartition
preordaining	preordain
sifting	sift
re-confirms	re-confirm
acanthi	acanthus
hiving	hive
persecutes	persecute
canvasses	canvas
retook	retake
alights	alight
dysfunctions	dysfunction
asthmas	asthma
remodeling	remodel
motivators	motivator
missions	mission
nosebleeds	nosebleed
flows	flow
assaulting	assault
evolutionarier	evolutionary
over-produces	over-produce
shimmying	shimmy
valla	vallum
newsrooms	newsroom
fuzzier	fuzzy
freemasons	freemason
granges	grange
dont	do
pulsating	pulsate
roved	rove
localized	localize
damper	damp
preparers	preparer
bodices	bodice
doped	dope
cogitations	cogitation
discriminants	discriminant
accruing	accrue
coalfishes	coalfish
swimming	swim
tuners	tuner
fames	fame
sub-modules	sub-module
presidiums	presidium
self-destructs	self-destruct
predicates	predicate
tibiae	tibia
asymptotes	asymptote
happenstances	happenstance
awes	awe
residues	residue
subsidises	subsidise
effectuated	effectuate
resembles	resemble
launderettes	launderette
whiskers	whisker
curtailed	curtail
lasted	last
streamlined	streamline
vegas	vega
grazed	graze
detoxes	detox
outclassing	outclass
raisins	raisin
psalms	psalm
electroscopes	electroscope
speedometers	speedometer
peripheries	periphery
braves	brave
parchments	parchment
stains	stain
raiding	raid
intruded	intrude
estuaries	estuary
bedazzled	bedazzle
privatizing	privatize
mucosae	mucosa
abbeys	abbey
soundproofs	soundproof
vexes	vex
amens	amen
paginating	paginate
unabling	unable
filthier	filthy
upbringings	upbringing
prizewinners	prizewinner
handrails	handrail
classing	class
guatemalans	guatemalan
wildernesses	wilderness
americanisms	americanism
fixates	fixate
mopeds	moped
bellybuttons	bellybutton
razed	raze
cohomologies	cohomology
groups	group
glassier	glassy
yanks	yank
notched	notch
brigades	brigade
illuminants	illuminant
parallelling	parallel
leucines	leucine
directions	direction
dearies	deary
miniaturists	miniaturist
fibronectins	fibronectin
creamer	cream
impeded	impede
kitchenettes	kitchenette
sprints	sprint
toilers	toiler
sweeter	sweet
pre-selected	pre-select
impoverishing	impoverish
ticks	tick
unbended	unbend
astonishes	astonish
non-scientists	non-scientist
venae	vena
chairmanships	chairmanship
microscopies	microscopy
fettlings	fettling
predicted	predict
swirled	swirl
symbionts	symbiont
layabouts	layabout
ninetieths	ninetieth
house-owners	house-owner
subcommittees	subcommittee
monograms	monogram
phosphorylated	phosphorylate
vapours	vapour
prenatals	prenatal
concertmasters	concertmaster
soakers	soaker
turtles	turtle
teslas	tesla
thunderbolts	thunderbolt
horse-shoes	horse-shoe
certificated	certificate
invocations	invocation
rehabilitating	rehabilitate
ruled	rule
predisposes	predispose
financed	finance
developed	develope
dicier	dicey
talking	talk
seaboards	seaboard
wakens	waken
sabbats	sabbat
flanked	flank
bioremediations	bioremediation
wished	wish
overseen	oversee
lampoons	lampoon
wallboards	wallboard
drivels	drivel
convenes	convene
gatecrashers	gatecrasher
pagers	pager
picnicked	picnic
solidifies	solidify
crystalised	crystalise
peppers	pepper
licensing	license
snuggling	snuggle
sallower	sallow
noncompliances	noncompliance
reconversions	reconversion
duffels	duffel
shoeshops	shoeshop
steadier	steady
loaning	loan
embalms	embalm
fortifications	fortification
committees	committee
contempts	contempt
reinventing	reinvent
droplets	droplet
elastins	elastin
titres	titre
co-infections	co-infection
recommences	recommence
hefts	heft
malingerers	malingerer
garrets	garret
proletarians	proletarian
supergiants	supergiant
alloying	alloy
slouches	slouch
vaporisers	vaporiser
penalized	penalize
soft-soaping	soft-soap
blueprints	blueprint
denned	den
grubs	grub
troops	troop
vibrating	vibrate
planted	plant
fermions	fermion
cartwheeling	cartwheel
teatimes	teatime
tawniest	tawny
clean-ups	clean-up
bossed	boss
trenches	trench
benders	bender
ecosystems	ecosystem
planing	plane
replications	replication
toyshops	toyshop
propelling	propel
hypertensives	hypertensive
privatizes	privatize
balked	balk
mycoplasmata	mycoplasma
carboxyls	carboxyl
mammographies	mammography
presents	present
blares	blare
tamarisks	tamarisk
pretentions	pretention
tokamaks	tokamak
mares	mare
damselflies	damselfly
souls	soul
