prickles	prickle
antedating	antedate
pilasters	pilaster
extrema	extremum
backslides	backslide
patronymics	patronymic
releases	release
awarded	award
two-times	two-time
shelducks	shelduck
jacking	jack
fruitiest	fruity
bailouts	bailout
chancels	chancel
allying	ally
bravadoes	bravado
partings	parting
evaluating	evaluate
gongs	gong
meningococci	meningococcus
boosted	boost
freshwaters	freshwater
transited	transit
twenty-seconds	twenty-second
chillier	chilly
scaring	scare
slackening	slacken
scurrying	scurry
corrected	correct
retrying	retry
measlier	measly
bureaucracies	bureaucracy
cypresses	cypress
punning	pun
evildoers	evildoer
graduands	graduand
tresses	tress
pre-qualifications	pre-qualification
hooks	hook
tainted	taint
pastiches	pastiche
seeks	seek
feed	fee
hatcheries	hatchery
forbore	forbear
typologies	typology
racemes	raceme
likelihoods	likelihood
inveigled	inveigle
cruelties	cruelty
over-stretches	over-stretch
hardening	harden
donating	donate
fluffed	fluff
protrusions	protrusion
deplores	deplore
pelvises	pelvis
psychoses	psychosis
hooves	hoof
chi-squares	chi-square
mumbles	mumble
sojourners	sojourner
intercourses	intercourse
doctors	doctor
somata	soma
kibbutzes	kibbutz
cliff-hangers	cliff-hanger
legionellae	legionella
tubera	tuber
dulling	dull
depositories	depository
wheels	wheel
homogenises	homogenise
wreathed	wreathe
industries	industry
isozymes	isozyme
trucked	truck
traps	trap
imperilling	imperil
slow-downs	slow-down
examiners	examiner
hallucinates	hallucinate
quailing	quail
smiths	smith
tree-tops	tree-top
middleweights	middleweight
photojournalists	photojournalist
sixes	six
intrudes	intrude
faltering	falter
metaphysicians	metaphysician
hating	hate
industrializing	industrialize
megaliths	megalith
dustmen	dustman
merchandised	merchandise
chugged	chug
mams	mam
phrases	phrase
polymorphs	polymorph
depending	depend
disrupters	disrupter
automaticities	automaticity
instantiations	instantiation
helicases	helicase
chomping	chomp
drearier	dreary
koras	kora
eighty-eighths	eighty-eighth
purists	purist
compering	compere
chidded	chide
racier	racy
breeze-blocks	breeze-block
plopped	plop
morals	moral
cenotaphs	cenotaph
midterms	midterm
cannoned	cannon
bailees	bailee
trellised	trellis
snatches	snatch
sparrows	sparrow
imperils	imperil
propagates	propagate
faults	fault
locating	locate
democratized	democratize
waggled	waggle
drawling	drawl
tests	test
standpipes	standpipe
flannels	flannel
textiles	textile
mitochondrions	mitochondrion
jugs	jug
sublimations	sublimation
proclaiming	proclaim
toluenes	toluene
reemerges	reemerge
olds	old
shrinking	shrink
self-identities	self-identity
enthralling	enthrall
jugulars	jugular
hydroxyapatites	hydroxyapatite
magnolias	magnolia
wiggled	wiggle
poling	pole
plopping	plop
danced	dance
rashers	rasher
blockages	blockage
serialized	serialize
husks	husk
catnapped	catnap
airships	airship
sopped	sop
originals	original
arbors	arbor
mighting	might
reappraisals	reappraisal
gnaws	gnaw
unraveling	unravel
charlatans	charlatan
ornamentations	ornamentation
masquerades	masquerade
eloped	elope
leks	lek
recalibrates	recalibrate
fifty-sixths	fifty-sixth
satirises	satirise
digests	digest
fiascos	fiasco
cochleae	cochlea
hardmetals	hardmetal
emotes	emote
sponges	sponge
majorettes	majorette
counter-attacked	counter-attack
oncologists	oncologist
grandmothers	grandmother
effectuates	effectuate
reified	reify
twerps	twerp
eyeballs	eyeball
philosophers	philosopher
laparoscopes	laparoscope
desiderata	desideratum
scats	scat
forefronts	forefront
trudged	trudge
mutants	mutant
mispronounces	mispronounce
pandas	panda
protecting	protect
cartoonists	cartoonist
condensed	condense
toboggans	toboggan
redeveloped	redevelop
jejuna	jejunum
sputniks	sputnik
straddles	straddle
uncovering	uncover
immunisations	immunisation
warfarins	warfarin
interpolates	interpolate
hoes	hoe
cheddars	cheddar
volunteered	volunteer
multi-millions	multi-million
euthanasias	euthanasia
accomplices	accomplice
associated	associate
lungs	lung
mints	mint
yashmaks	yashmak
whelps	whelp
phosphorylases	phosphorylase
bloats	bloat
nucleophiles	nucleophile
twelfths	twelfth
theodolites	theodolite
withdrawals	withdrawal
pungencies	pungency
nameplates	nameplate
reciprocities	reciprocity
humors	humor
three-quarters	three-quarter
padding	pad
consultancies	consultancy
barricades	barricade
walled	wall
outcrossed	outcross
caucuses	caucus
re-emphasises	re-emphasise
surest	sure
rupturing	rupture
gophers	gopher
larders	larder
bacteriurias	bacteriuria
ruffling	ruffle
fasteners	fastener
consulships	consulship
gonorrheae	gonorrhea
scoots	scoot
fixes	fix
tinkles	tinkle
swapping	swap
ceramides	ceramide
fifteenth	15
appeasements	appeasement
work-outs	work-out
healings	healing
banishing	banish
timorously	timorous
cankers	canker
myxomatoses	myxomatosis
re-configurations	re-configuration
figments	figment
comparatives	comparative
apiaries	apiary
encased	encase
repossesses	repossess
hellenizes	hellenize
infarctions	infarction
he-bears	he-bear
smuts	smut
endpoints	endpoint
equivs	equiv
ganglia	ganglion
fixated	fixate
carnivores	carnivore
homecomings	homecoming
hardnesses	hardness
smaller	small
roamed	roam
springier	springy
choreographies	choreography
door-handles	door-handle
captained	captain
weirder	weird
begomoviruses	begomovirus
feuded	feud
recorded	record
demos	demo
well	good
hunts	hunt
crusaders	crusader
metaphors	metaphor
toastracks	toastrack
mamas	mama
censures	censure
swopped	swop
sums	sum
copyrighting	copyright
compartmentalising	compartmentalise
imposes	impose
commenced	commence
garrisoning	garrison
tear-offs	tear-off
gimmers	gimmer
points	point
somnambulists	somnambulist
melancholics	melancholic
nutritionists	nutritionist
sirs	sir
dollhouses	dollhouse
exhorted	exhort
eulogies	eulogy
integrates	integrate
grassing	grass
cheesecloths	cheesecloth
preempting	preempt
courtiers	courtier
revisited	revisit
elicitations	elicitation
cods	cod
enhancers	enhancer
chequebooks	chequebook
stomata	stoma
anesthetizing	anesthetize
dialed	dial
delineated	delineate
whingeing	whinge
poorer	poor
spelled	conjurer
implied	imply
overwintered	overwinter
palletises	palletise
declarations	declaration
epicures	epicure
beheading	behead
pre-dated	pre-date
iterates	iterate
cornucopias	cornucopia
tames	tame
toting	tote
clawing	claw
billows	billow
bonnes	bonne
tenets	tenet
m	be
fusses	fuss
mannerisms	mannerism
vowing	vow
thatchers	thatcher
flare-ups	flare-up
reining	rein
resurveying	resurvey
elbowed	elbow
under-utilising	under-utilise
silences	silence
orchards	orchard
wispier	wispy
rosiest	rosy
eluding	elude
turbines	turbine
hypnotics	hypnotic
elders	elder
neediest	needy
re-presenting	re-present
over-reacted	over-react
bashings	bashing
leached	leach
popularises	popularise
parrying	parry
betrayed	betray
adjuring	adjure
cellulases	cellulase
outsells	outsell
agoraphobics	agoraphobic
containments	containment
re-admitted	re-admit
drafting	draft
resized	resize
riper	ripe
jig-saws	jig-saw
mainstreaming	mainstream
arm-chairs	arm-chair
spacers	spacer
merchants	merchant
smoothing	smooth
kinsmen	kinsman
honeymooning	honeymoon
dunking	dunk
preliminaries	preliminary
swayed	sway
congregants	congregant
barbels	barbel
historiographies	historiography
hazing	haze
bottle-feeding	bottle
interviewers	interviewer
masterminds	mastermind
rejoicings	rejoicing
post-mortems	post-mortem
protozoa	protozoon
decriminalising	decriminalise
documentaries	documentary
parting	part
birders	birder
vacillating	vacillate
prisons	prison
niftiest	nifty
wodges	wodge
ensured	ensure
doomsdays	doomsday
proteomes	proteome
battle-fields	battle-field
chauffeured	chauffeur
executes	execute
reciting	recite
waylays	waylay
shuns	shun
badnesses	badness
frills	frill
glycogens	glycogen
preventers	preventer
jigs	jig
bigotries	bigotry
retyped	retype
substratums	substratum
maltoses	maltose
waistlines	waistline
cattle-grids	cattle-grid
electioneering	electioneer
yearbooks	yearbook
hexafluorides	hexafluoride
nylons	nylon
emphasized	emphasize
statuses	status
internets	internet
brahmins	brahmin
bs	b
churches	church
advertorials	advertorial
conflating	conflate
reversibilities	reversibility
bleeped	bleep
annihilated	annihilate
mentioning	mention
amassed	amass
pamphlets	pamphlet
overcooks	overcook
woollens	woollen
grooving	groove
tenuring	tenure
sandstorms	sandstorm
croziers	crozier
voicing	voice
destructing	destruct
accidents	accident
over-simplifying	over-simplify
emaciating	emaciate
cavemen	caveman
contemporaries	contemporary
originates	originate
forecasts	forecast
underexposing	underexpose
challenges	challenge
redwoods	redwood
deadening	deaden
kilned	kiln
tonnages	tonnage
autopoieses	autopoiesis
oscillations	oscillation
gassed	gas
indirections	indirection
smithies	smithy
converting	convert
trekking	trek
steppers	stepper
tackled	tackle
deputizing	deputize
savaging	savage
programmed	programme
ordering	order
hurdles	hurdle
vapourises	vapourise
histopathologists	histopathologist
glummest	glum
self-administered	self-administer
leafed	leaf
marquises	marquis
deepened	deepen
acquisitions	acquisition
congregating	congregate
tetchier	tetchy
toughens	toughen
delicatessens	delicatessen
fornicates	fornicate
tie-dyes	tie-dye
lazed	laze
illiterates	illiterate
jiggles	jiggle
kirks	kirk
bothers	bother
festering	fester
mimicking	mimic
gargoyles	gargoyle
temporaries	temporary
overdosages	overdosage
sawing	saw
volcanoes	volcano
weeniest	weeny
stabilisers	stabiliser
orthodoxies	orthodoxy
testiest	testy
imperiled	imperil
redounded	redound
deceits	deceit
tuples	tuple
forbids	forbid
phoning	phone
exits	exit
scudded	scud
honeycombed	honeycomb
payouts	payout
mottoes	motto
truncheons	truncheon
scooted	scoot
landing	land
brainier	brainy
unfixes	unfix
swordsmen	swordsman
parlourmaids	parlourmaid
hits	hit
reconnoitering	reconnoiter
rotated	rotate
apostleships	apostleship
retinae	retina
rubbished	rubbish
ritualising	ritualise
reawakens	reawaken
accomplishes	accomplish
invoicing	invoice
waits	wait
pointier	pointy
cobalamins	cobalamin
paginates	paginate
bibliophiles	bibliophile
flaying	flay
pine-needles	pine-needle
stingrays	stingray
axes	ax
more	much
vice-chancellors	vice-chancellor
underlies	underlie
merest	mere
moisturizers	moisturizer
bacteriologists	bacteriologist
cheesiest	cheesy
parisians	parisian
westernized	westernize
notches	notch
catalyzed	catalyze
plainest	plain
lunched	lunch
changings	changing
backlogs	backlog
dilations	dilation
perverts	pervert
brooding	brood
communicating	communicate
vegetarians	vegetarian
shiners	shiner
habituated	habituate
encapsulated	encapsulate
bravest	brave
berried	berry
ades	ade
collectibles	collectible
yearnings	yearning
profitabilities	profitability
bleachers	bleacher
silvered	silver
compartments	compartment
pleading	plead
uncapped	uncap
prolongs	prolong
compotes	compote
attacked	attack
mineralisations	mineralisation
unbends	unbend
provenances	provenance
ores	ore
powered	power
washerwomen	washerwoman
slashing	slash
truants	truant
nerved	nerve
faciae	facia
renderers	renderer
floppier	floppy
hewers	hewer
ringmasters	ringmaster
declutches	declutch
prepping	prep
beleaguers	beleaguer
quadrants	quadrant
refinements	refinement
cynics	cynic
conglomerates	conglomerate
promotors	promotor
thin-sections	thin-section
gunning	gun
glycines	glycine
brightest	bright
authenticated	authenticate
prairies	prairie
guestimates	guestimate
dermatoses	dermatosis
theorising	theorise
sidelights	sidelight
chileans	chilean
dice	die
oases	oasis
vibratos	vibrato
goosing	goose
initials	initial
reallocates	reallocate
retrogresses	retrogress
putted	putt
palpitates	palpitate
circumnavigated	circumnavigate
humanises	humanise
reabsorbs	reabsorb
housemasters	housemaster
quaffs	quaff
locks	lock
ruined	ruin
supercharges	supercharge
stauncher	staunch
rattlesnakes	rattlesnake
maligns	malign
culminated	culminate
sprigs	sprig
drugstores	drugstore
tamped	tamp
ballooned	balloon
incurs	incur
vinaigrettes	vinaigrette
ls	l
jests	jest
protoplasts	protoplast
crossbills	crossbill
promotions	promotion
juxtaposed	juxtapose
implicatures	implicature
lewder	lewd
sparking	spark
warmongers	warmonger
warmed	warm
noblest	noble
neurofibromatoses	neurofibromatosis
interjections	interjection
penitents	penitent
lashes	lash
incriminated	incriminate
runnier	runny
reshuffled	reshuffle
megatons	megaton
privets	privet
barbarisms	barbarism
cartilages	cartilage
showplaces	showplace
asses	ass
manuals	manual
powering	power
pre-processed	pre-process
anacondas	anaconda
threw	throw
fireproofing	fireproof
sickles	sickle
glutamines	glutamine
washstands	washstand
okayed	okay
envisions	envision
requested	request
pen-friends	pen-friend
psychologies	psychology
phenologies	phenology
matters	matter
politiques	politique
degenerated	degenerate
bending	bend
dusting	dust
harvestmen	harvestman
repopulates	repopulate
disappears	disappear
endonucleases	endonuclease
foreseen	foresee
demonstrates	demonstrate
coating	coat
re-addresses	re-address
exempts	exempt
codifies	codify
scrambling	scramble
labia	labium
sheikhs	sheikh
head-rested	head-rest
places	place
preachers	preacher
handpicks	handpick
queerer	queer
proselytizing	proselytize
fangs	fang
dissipates	dissipate
disemboweling	disembowel
muffs	muff
beguiles	beguile
meshed	mesh
counterions	counterion
harmonising	harmonise
spring-cleans	spring-clean
bundling	bundle
sneaking	sneak
hospitalized	hospitalize
formatives	formative
millionths	millionth
resemblances	resemblance
remounts	remount
whitening	whiten
muezzins	muezzin
crispbreads	crispbread
hand-luggages	hand-luggage
spires	spire
lettered	letter
metalanguages	metalanguage
wans	wan
flip-flops	flip-flop
snowshoes	snowshoe
incorporates	incorporate
kitties	kitty
supermarkets	supermarket
tatoos	tatoo
cowered	cower
randomizing	randomize
cits	cit
starriest	starry
casks	cask
proselytized	proselytize
landscapes	landscape
boohoos	boohoo
victimising	victimise
appendages	appendage
laurels	laurel
reunified	reunify
decision-makers	decision-maker
weights	weight
bronchiolitides	bronchiolitis
concertinaing	concertina
plectrums	plectrum
biassing	bias
hied	hie
branched	branch
consists	consist
dieted	diet
complicating	complicate
elucidating	elucidate
disaggregates	disaggregate
gerontologies	gerontology
deranging	derange
mushier	mushy
deductions	deduction
scrabbling	scrabble
materiae	materia
owners	owner
tis	this
fraternises	fraternise
mindsets	mindset
corrodes	corrode
rocketing	rocket
innervating	innervate
increased	increase
exchange-rates	exchange-rate
apprenticing	apprentice
brachytherapies	brachytherapy
reeks	reek
requiems	requiem
splendours	splendour
shipbuilders	shipbuilder
moonlighting	moonlight
sedatives	sedative
salespeople	salesperson
straightening	straighten
translating	translate
waylaid	waylay
berrying	berry
rants	rant
scotches	scotch
spotters	spotter
aquaria	aquarium
incarcerations	incarceration
reimbursed	reimburse
reinstates	reinstate
overtaking	overtake
kerneled	kernel
familiarises	familiarise
exponents	exponent
life-times	life-time
mercies	mercy
battering	batter
packings	packing
heterostructures	heterostructure
configurations	configuration
misguides	misguide
disparaged	disparage
itemised	itemise
coloured	colour
winking	wink
enumerating	enumerate
rescaling	rescale
staving	stave
bendiest	bendy
ulcerating	ulcerate
hypomanias	hypomania
intoxicating	intoxicate
ghost-writes	ghost-write
executives	executive
genning	gen
junked	junk
crematoria	crematorium
contended	contend
pulsed	pulse
interred	inter
microseconds	microsecond
torturing	torture
leered	leer
xenotransplantations	xenotransplantation
likening	liken
prophetesses	prophetess
re-arrested	re-arrest
hopefuls	hopeful
burring	burr
disassembled	disassemble
presenters	presenter
cagoules	cagoule
instabilities	instability
interregnums	interregnum
quantifications	quantification
occlusions	occlusion
interlopers	interloper
crawlers	crawler
deemed	deem
follicles	follicle
indiscretions	indiscretion
plods	plod
chillies	chilli
telltales	telltale
succeeded	succeed
calfs	calf
loricae	lorica
sealants	sealant
dumbbells	dumbbell
sparest	spare
silhouettes	silhouette
ragamuffins	ragamuffin
zithers	zither
hardens	harden
nosediving	nosedive
decimalizing	decimalize
bumpier	bumpy
face-savers	face-saver
loathed	loathe
desertifications	desertification
cleansed	cleanse
revealed	reveal
variants	variant
sentences	sentence
handsomest	handsome
nectarines	nectarine
gaits	gait
carcinogens	carcinogen
auditioning	audition
falloffs	falloff
disinherited	disinherit
accreted	accrete
joggling	joggle
longbows	longbow
storming	storm
befalls	befall
serums	serum
vaporized	vaporize
mezzanines	mezzanine
egg-timers	egg-timer
texturing	texture
rebalancing	rebalance
vanquishing	vanquish
earmarks	earmark
fandangos	fandango
patrons	patron
equilibrated	equilibrate
thermoregulations	thermoregulation
shortcuts	shortcut
earliest	early
oxygenating	oxygenate
pre-setting	preset
hawing	haw
humidifiers	humidifier
one-billionths	one-billionth
councilwomen	councilwoman
rusts	rust
handles	handle
re-appears	re-appear
blabbering	blabber
doziest	dozy
remits	remit
axillas	axilla
finalizations	finalization
middles	middle
invoking	invoke
paper-knives	paper-knife
pavers	paver
channelling	channel
corrupting	corrupt
confidences	confidence
bequeathed	bequeath
monopolizing	monopolize
hucksters	huckster
stowing	stow
brutalizes	brutalize
solidifications	solidification
dungeons	dungeon
antiquarians	antiquarian
backslidden	backslide
sects	sect
mentalists	mentalist
resigns	resign
proof-reads	proofread
oppositions	opposition
aphrodisiacs	aphrodisiac
squeezing	squeeze
chlorpromazines	chlorpromazine
tailpieces	tailpiece
stabilities	stability
misdirections	misdirection
triumphed	triumph
queened	queen
registered	register
acting	act
hypertensions	hypertension
docklands	dockland
cradled	cradle
shoemakers	shoemaker
dehumanising	dehumanise
clairvoyants	clairvoyant
whores	whore
voices	voice
films	film
cradle-snatchers	cradle-snatcher
creepers	creeper
reddened	redden
lay-outs	lay-out
databases	database
roasting	roast
littlest	little
re-opening	re-open
panning	pan
arch-enemies	arch-enemy
interchanged	interchange
translocates	translocate
casseroled	casserole
tentacles	tentacle
cutting	cut
convivialities	conviviality
mariners	mariner
speeded	speed
sprinkled	sprinkle
monasteries	monastery
meetings	meeting
palpating	palpate
unstrapping	unstrap
boons	boon
stickiest	sticky
psyches	psyche
lackeys	lackey
glummer	glum
isotherms	isotherm
de-emphasizes	de-emphasize
ossifications	ossification
infrequencies	infrequency
linearized	linearize
forking	fork
decomposers	decomposer
subcategorizing	subcategorize
rumples	rumple
milks	milk
negatives	negative
denuded	denude
contorting	contort
shampooed	shampoo
indenting	indent
thermoses	thermos
grows	grow
tomorrows	tomorrow
munitions	munition
non-combatants	non-combatant
lock-outs	lock-out
co-habitations	co-habitation
wrens	wren
co-processors	co-processor
cognitions	cognition
ballots	ballot
reaches	reach
farrowing	farrow
mouldering	moulder
stuccoes	stucco
whispers	whisper
delis	deli
developements	developement
cleats	cleat
bloodstreams	bloodstream
tinting	tint
burned	burn
ideals	ideal
oaks	oak
miking	mike
fourteenth	14
entices	entice
bases	base
oddities	oddity
snappiest	snappy
usuries	usury
funnymen	funnyman
feting	fete
glossing	gloss
weeknights	weeknight
remodellings	remodelling
profited	profit
urging	urge
auks	auk
agglutinated	agglutinate
sight-translates	sight-translate
woollies	woolly
instructions	instruction
misanthropes	misanthrope
churchwardens	churchwarden
larks	lark
marginalised	marginalise
tranquillizing	tranquillize
re-balances	re-balance
signatories	signatory
evidenced	evidence
electrolyses	electrolysis
rocking	rock
jalopies	jalopy
automata	automaton
anti-emetics	anti-emetic
stippling	stipple
incorporations	incorporation
terminologists	terminologist
crustiest	crusty
gesticulations	gesticulation
refunds	refund
outnumbered	outnumber
legumes	legume
differentiators	differentiator
cessions	cession
multitasks	multitask
perspectives	perspective
conserves	conserve
headhunting	headhunt
imageries	imagery
floodgates	floodgate
measured	measure
ionizing	ionize
gratifies	gratify
gages	gage
wharfs	wharf
automatics	automatic
mattest	mat
duresses	duress
euthanised	euthanise
deriving	derive
atomizing	atomize
grits	grit
reordered	reorder
rapists	rapist
proof-read	proofread
dairymaids	dairymaid
universities	university
coaches	coach
whippets	whippet
stickier	sticky
skewnesses	skewness
stimulating	stimulate
chimes	chime
scribes	scribe
lards	lard
misconceives	misconceive
fractionations	fractionation
shims	shim
cofactors	cofactor
segmented	segment
spongebags	spongebag
incises	incise
dehumidified	dehumidify
punch-ups	punch-up
referents	referent
cessations	cessation
perambulating	perambulate
answers	answer
machos	macho
persecutions	persecution
whistled	whistle
epiglottises	epiglottis
specializing	specialize
pennants	pennant
milked	milk
clarifications	clarification
justices	justice
oilfields	oilfield
imported	import
tablespoons	tablespoon
salads	salad
ill-treating	ill-treat
retested	retest
pillages	pillage
formants	formant
tradeoffs	tradeoff
motifs	motif
cytokines	cytokine
tropisms	tropism
doves	dove
interning	intern
metonymies	metonymy
muzzled	muzzle
interactionists	interactionist
atomizes	atomize
tattier	tatty
roadsters	roadster
emblazons	emblazon
fall-offs	fall-off
honoraria	honorarium
descries	descry
triangulated	triangulate
scuppered	scupper
gazumped	gazump
thirty-fourth	34
catapulting	catapult
shamming	sham
magnetrons	magnetron
broadcasting	broadcast
fingerprinted	fingerprint
classified	classify
personalizing	personalize
fps	fp
stubbiest	stubby
alcoves	alcove
grimacing	grimace
tels	tel
aliased	alias
bitching	bitch
tamed	tame
abrading	abrade
neutralizing	neutralize
ejaculations	ejaculation
necking	neck
privates	private
discontinuations	discontinuation
testes	testis
buoyancies	buoyancy
stodgier	stodgy
alohas	aloha
containerises	containerise
clips	clip
champed	champ
evil-doers	evil-doer
pendents	pendent
parameterises	parameterise
monolayers	monolayer
airier	airy
sackfuls	sackful
acknowledgements	acknowledgement
perked	perk
pileups	pileup
ophthalmologies	ophthalmology
raters	rater
withdraws	withdraw
midgets	midget
hydrocortisones	hydrocortisone
abounded	abound
shoehorns	shoehorn
revitalizes	revitalize
basses	bass
displeasing	displease
shrieked	shriek
extenuating	extenuate
re-organises	re-organise
skyscrapers	skyscraper
connexions	connexion
subdominants	subdominant
disorganising	disorganise
pampas	pampa
golfers	golfer
extirpates	extirpate
rendezvoused	rendezvous
tailwinds	tailwind
nails	nail
epithelia	epithelium
road-sides	road-side
nations	nation
tongued	tongue
midfields	midfield
brazed	braze
piercers	piercer
weeds	weed
frequenting	frequent
troopers	trooper
enumerated	enumerate
flights	flight
sunfishes	sunfish
cloistered	cloister
explores	explore
firearms	firearm
criminologists	criminologist
times	time
harbingers	harbinger
unbalanced	unbalance
wombats	wombat
solidities	solidity
mottles	mottle
unbuckles	unbuckle
chafed	chafe
orals	oral
thirty-first	31
wholesaled	wholesale
classifieds	classified
ululating	ululate
progenitors	progenitor
enfeebling	enfeeble
theorizations	theorization
zirconia	zirconium
chemists	chemist
signed	sign
provided	provide
koreans	korean
exotics	exotic
luring	lure
convalesced	convalesce
slanders	slander
insertions	insertion
persecuted	persecute
cosies	cosy
biceps	bicep
waists	waist
fingermarks	fingermark
bemusing	bemuse
roughing	rough
energises	energise
oversimplifying	oversimplify
winders	winder
griffons	griffon
yearns	yearn
guidances	guidance
borrowing	borrow
rills	rill
pathways	pathway
modulating	modulate
sneered	sneer
oesophaguses	oesophagus
loins	loin
gaswells	gaswell
knockouts	knockout
burning	burn
submissions	submission
poises	poise
arsenals	arsenal
brokers	broker
tartars	tartar
proteasomes	proteasome
steeling	steel
dabbling	dabble
experiencers	experiencer
sierras	sierra
palettes	palette
reignited	reignite
eventualities	eventuality
prioritised	prioritise
reductions	reduction
quavering	quaver
mythologies	mythology
composites	composite
compensating	compensate
fazing	faze
striations	striation
evolutionariest	evolutionary
gnarling	gnarl
snowiest	snowy
gadding	gad
ohms	ohm
digits	digit
mendings	mending
couches	couch
nns	nn
oaps	oap
jumping	jump
mortifications	mortification
bisecting	bisect
living	live
moments	moment
stayed	stay
poxviruses	poxvirus
librarians	librarian
resuspended	resuspend
stunting	stunt
cinematographs	cinematograph
streamlines	streamline
soundest	sound
rebooked	rebook
snows	snow
pebbliest	pebbly
sinkers	sinker
culling	cull
extricated	extricate
ecstasies	ecstasy
regarded	regard
reinvests	reinvest
sampled	sample
corpora	corpus
torsos	torso
dueling	duel
hornier	horny
victimizing	victimize
upheavals	upheaval
rarebits	rarebit
oppressors	oppressor
previewed	preview
verandahs	verandah
idolizing	idolize
convicting	convict
disadvantaging	disadvantage
flushest	flush
co-enzymes	co-enzyme
misfits	misfit
foxhunts	foxhunt
universalising	universalise
mixtures	mixture
miscounted	miscount
reliefs	relief
fueled	fuel
delimited	delimit
hydrolysates	hydrolysate
avowals	avowal
chirrups	chirrup
bluenoses	bluenose
concoctions	concoction
scoundrels	scoundrel
rutted	rut
worsens	worsen
standardising	standardise
parentheses	parenthesis
malting	malt
endings	ending
yowls	yowl
cannas	canna
measurers	measurer
strophes	strophe
cumulating	cumulate
iles	ile
weakening	weaken
indentures	indenture
intrusts	intrust
ceiling	ceil
flushed	flush
sentries	sentry
minimizations	minimization
dadoing	dado
cantors	cantor
over-eaten	over-eat
recourses	recourse
stimulations	stimulation
re-certifications	re-certification
enters	enter
priors	prior
flouring	flour
compensated	compensate
ataxias	ataxia
multiplies	multiply
inscribing	inscribe
shortfalls	shortfall
underlings	underling
short-listed	short-list
prefolds	prefold
vivifies	vivify
behemoths	behemoth
pluckiest	plucky
sociologies	sociology
scrubbing	scrub
psoriases	psoriasis
joyrides	joyride
titers	titer
shoeing	shoe
cumins	cumin
devoted	devote
contradicts	contradict
applies	apply
experimentations	experimentation
oozes	ooze
khs	kh
geographies	geography
coombes	coombe
diaconates	diaconate
dawdled	dawdle
fauns	faun
pasteurised	pasteurise
riders	rider
grunting	grunt
tights	tight
hung	hang
sixty-fifth	65
reorganizes	reorganize
parrotfishes	parrotfish
tinkers	tinker
hollows	hollow
forty-first	41
cowboys	cowboy
whirrs	whirr
abolishing	abolish
unloaded	unload
drugs	drug
adapts	adapt
drabber	drab
thermosets	thermoset
kowtowing	kowtow
bureaus	bureau
gents	gent
fares	fare
overspending	overspend
redounding	redound
vaporising	vaporise
sorrowed	sorrow
fastening	fasten
bootstrapping	bootstrap
diviners	diviner
solving	solve
did	do
kidnaping	kidnap
shoelaces	shoelace
accounting	account
yells	yell
foaming	foam
furthering	further
rebuffing	rebuff
areas	area
miniaturizes	miniaturize
germinated	germinate
fatties	fatty
parenthesized	parenthesize
betrayals	betrayal
recombining	recombine
anting	ante
linens	linen
draws-in	draw-in
satellites	satellite
pandemoniums	pandemonium
appraisees	appraisee
contingents	contingent
helmed	helm
thirtysomethings	thirtysomething
trafficked	traffic
penalties	penalty
deflations	deflation
declensions	declension
tusks	tusk
informers	informer
tamer	tame
reprimanded	reprimand
penicillins	penicillin
rucksacks	rucksack
fracturing	fracture
connectionists	connectionist
reorienting	reorient
lagged	lag
hulks	hulk
mangier	mangy
customizations	customization
desecrating	desecrate
catnapping	catnap
plunging	plunge
cormorants	cormorant
trammelling	trammel
seals	seal
bismuths	bismuth
trims	trim
totaled	total
zoomed	zoom
dressers	dresser
surgeries	surgery
prancing	prance
reentered	reenter
loitering	loiter
assimilations	assimilation
laotians	laotian
flogging	flog
carbons	carbon
sweetest	sweet
mutageneses	mutagenesis
hydroplaning	hydroplane
freaked	freak
replied	reply
paralyzes	paralyze
deodorises	deodorise
jugoslavs	jugoslav
pickers	picker
parroting	parrot
evolving	evolve
decoding	decode
expedited	expedite
presets	preset
opening	open
unmasked	unmask
regenerates	regenerate
cartographers	cartographer
accommodated	accommodate
ganged	gang
japs	jap
cannibals	cannibal
stumpier	stumpy
fourths	fourth
hyperventilated	hyperventilate
flashcards	flashcard
emblazoned	emblazon
multiwords	multiword
nightjars	nightjar
chicories	chicory
rends	rend
means	mean
interchanging	interchange
hearkens	hearken
barges	barge
cathodes	cathode
drifted	drift
iterating	iterate
mergansers	merganser
utilisations	utilisation
hounded	hound
comprised	comprise
plaited	plait
entrenched	entrench
invaders	invader
urethritides	urethritis
incapabilities	incapability
telecasting	telecast
exchequers	exchequer
squeezes	squeeze
sintering	sinter
conjoins	conjoin
soaring	soar
basketballs	basketball
proteases	protease
brunts	brunt
foraminifers	foraminifer
cremated	cremate
embroiling	embroil
cytometries	cytometry
poachers	poacher
checkering	checker
lipping	lip
summarizing	summarize
turntables	turntable
capsizing	capsize
firefighters	firefighter
remounting	remount
salamis	salami
impelled	impel
collectivises	collectivise
inletting	inlet
borrowers	borrower
pressmen	pressman
slugs	slug
respondees	respondee
bandwagons	bandwagon
berates	berate
progressives	progressive
second-guessed	second-guess
blubbered	blubber
splenectomies	splenectomy
preforms	preform
rougeing	rouge
dialectics	dialectic
mini-buses	mini-bus
soothes	soothe
mausolea	mausoleum
tones	tone
lockets	locket
nippier	nippy
re-measurements	re-measurement
upheld	uphold
donors	donor
snuffed	snuff
landfalls	landfall
songsters	songster
unbuttoned	unbutton
thinks	think
improvised	improvise
